Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21323,0.00,466.66,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21324,0.00,433.32,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21325,0.00,516.66,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21326,0.00,266.66,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21327,0.00,733.32,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21328,0.00,266.66,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21329,0.00,200.00,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21330,0.00,266.66,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21331,0.00,399.99,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21332,0.00,783.32,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21333,0.00,533.32,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21334,0.00,466.66,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21335,0.00,733.32,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21336,0.00,599.99,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Equipment,52054,27/03/2026,2603-21337,0.00,266.66,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/03/2026,2603-21338,0.00,119375.62,R,Relativeto Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,04/03/2026,2603-21339,0.00,522.00,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,04/03/2026,2603-21340,0.00,522.00,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-21341,0.00,1080.00,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-21342,0.00,567.85,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-21343,0.00,122.40,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-21344,0.00,3316.50,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-21345,0.00,432.00,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-21346,0.00,1470.60,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-21347,0.00,1800.00,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-21348,0.00,6774.64,R,Renaissance Day Nursery,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,04/03/2026,2603-21349,0.00,522.00,R,Renaissance Nurseries,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,04/03/2026,2603-21350,0.00,522.00,R,Renaissance Nurseries,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,04/03/2026,2603-21351,0.00,522.00,R,Renaissance Nurseries,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,04/03/2026,2603-21352,0.00,522.00,R,Renaissance Nurseries,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Shared Services,Supplies & Services?,Operational Materials,22005,06/03/2026,2603-21353,0.00,588.74,R,Rennicks,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Shared Services,Supplies & Services?,Operational Materials,22005,18/03/2026,2603-21354,0.00,1434.16,R,Rennicks,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care ,Agency Payments,Section 17,551,23/02/2026,2603-21355,0.00,455.00,R,Rentalready,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Premises?,Cleaning,15027,04/03/2026,2603-21356,0.00,2865.06,R,Rentokil Initial Uk Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Premises?,Cleaning,15027,04/03/2026,2603-21357,0.00,3379.11,R,Rentokil Initial Uk Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Highways & Transportation,Supplies & Services?,Operational Materials,22005,18/03/2026,2603-21358,0.00,153.59,R,Rentokil Initial Uk Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Active Leeds,Supplies & Services?,Bought in Professional Services,25077,12/03/2026,2603-21359,0.00,495.00,R,Replay Maintenance Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Active Leeds,Supplies & Services?,Bought in Professional Services,25077,13/03/2026,2603-21360,0.00,379.53,R,Replay Maintenance Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Active Leeds,Premises?,Grounds Maintenance,13031,25/03/2026,2603-21361,0.00,379.53,R,Replay Maintenance Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Active Leeds,Supplies & Services?,Bought in Professional Services,25077,31/03/2026,2603-21362,0.00,295.00,R,Replay Maintenance Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,06/03/2026,2603-21363,0.00,351.00,R,Resolution Therapies,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,11/03/2026,2603-21364,0.00,600.00,R,Resolution Therapies,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Integrated Digital Service,Supplies & Services?,Computer Software and Equipment,21010,27/03/2026,2603-21365,0.00,16068.87,R,RESPOND GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,04/03/2026,2603-21366,0.00,271.00,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Transport & Vehicles?,Repair & Maintenance of Plant,32042,06/03/2026,2603-21367,0.00,413.60,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Transport & Vehicles?,Repair & Maintenance of Plant,32042,06/03/2026,2603-21368,0.00,164.02,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Transport & Vehicles?,Repair & Maintenance of Plant,32042,06/03/2026,2603-21369,0.00,203.54,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,06/03/2026,2603-21370,0.00,210.07,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,06/03/2026,2603-21371,0.00,154.08,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,11/03/2026,2603-21372,0.00,455.60,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,11/03/2026,2603-21373,0.00,127.39,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Transport & Vehicles?,Repair & Maintenance of Plant,32042,13/03/2026,2603-21374,0.00,599.59,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Transport & Vehicles?,Repair & Maintenance of Plant,32042,13/03/2026,2603-21375,0.00,160.81,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,13/03/2026,2603-21376,0.00,96.31,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,13/03/2026,2603-21377,0.00,171.15,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,13/03/2026,2603-21378,0.00,224.46,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,13/03/2026,2603-21379,0.00,171.47,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,13/03/2026,2603-21380,0.00,65.00,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,18/03/2026,2603-21381,0.00,213.74,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,18/03/2026,2603-21382,0.00,87.89,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,18/03/2026,2603-21383,0.00,218.44,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,18/03/2026,2603-21384,0.00,89.96,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Transport & Vehicles?,Repair & Maintenance of Plant,32042,19/03/2026,2603-21385,0.00,345.00,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Transport & Vehicles?,Repair & Maintenance of Plant,32042,27/03/2026,2603-21386,0.00,156.89,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Transport & Vehicles?,Repair & Maintenance of Plant,32042,27/03/2026,2603-21387,0.00,150.18,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,27/03/2026,2603-21388,0.00,213.68,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services,Supplies & Services?,Other Hired & Contracted Services - Fleet 2,25070,27/03/2026,2603-21389,0.00,404.45,R,Response Fluid Power Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,11/03/2026,2603-21390,0.00,8667.40,R,REST ASSURED HOMECARE SERVICES,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Culture,Supplies & Services?,Non Recurring Grants,26027,30/03/2026,2603-21391,0.00,150.00,R,Re-Start Creative Outreach Cic,No
