,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB: 2025/26 are interim figures,,,
,2010-11,,,,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2021-22,,,,2022-23,,,,2023-24,,,,2024-25,,,,2025-26,,,
Site,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e
Library - Oakwood,"43,726","26,541","17,185","8,088","44,002","28,421","15,581","8,143","53,564","33,306","20,258","9,897","60,160","40,214","19,946","11,090","48,741","25,903","22,837","9,004","46,157","28,272","17,885","8,506","46,816","27,092","19,724","8,617","43,115","21,266","21,849","7,936","52,907","33,362","19,545","9,724","54,255","31,519","22,736","9,965","48,868","27,483","21,385","8,970","47,066","27,303","19,763","8,608","85,579","65,357","20,222","15,630","45,959","26,276","19,684","8,407","46,900","25,705","21,195","8,579",66329.83,27981.73,38348.1,12135.7057
Library - Otley Library and Tourist Information,"121,177","67,535","53,642","22,414","146,797","74,985","71,812","27,170","184,505","112,813","71,692","34,088","133,941","60,173","73,768","24,719","161,724","87,212","74,512","29,876","175,922","102,131","73,792","32,415","147,004","87,986","59,018","27,058","125,755","50,819","74,936","23,144","171,528","102,223","69,305","31,523","72,470","41,181","31,289","13,310","143,098","65,187","77,911","26,256","83,305","45,301","38,004","15,235","67,772","39,925","27,847","12,382","77,033","47,849","29,184","14,091","66,434","31,822","34,612","12,153",41402.16,14215.89,27186.27,7574.939194
Library - Wetherby,84735,51903,32832,15673.43295,74606.6,43055,31551.6,13807.55519,84090.84,46784.92,37305.92,15530.81655,76238.87,43901.11,32337.76,14061.17286,65791.15,33241.77,32549.38,12152.56316,46891.67,23076.54,23815.13,8638.375948,"56,233","30,137","26,096","10,351","44,745","18,717","26,028","8,235","66,807","34,218","32,589","12,275","61,552","33,690","27,862","11,305","58,392","14,442","43,949","10,705","72,368","41,149","31,219","13,236","69,971","39,775","30,196","12,784","63,826","38,157","25,669","11,675","60,118","33,975","26,143","10,997",55943.53,31068.81,24874.72,10235.42825
Library - Yeadon Branch,"103,634","51,652","51,982","19,169","99,488","49,017","50,471","18,414","127,271","67,840","59,431","23,502","113,418","64,221","49,197","20,919","106,095","48,503","57,592","19,595","92,990","38,194","54,796","17,127","136,326","75,152","61,174","25,094","121,134","54,566","66,568","22,295","122,007","66,391","55,616","22,419","95,333","50,503","44,830","17,511","118,173","59,487","58,686","21,687","133,772","77,748","56,024","24,467","108,758","60,292","48,466","19,872","108,615","59,869","48,746","19,867","102,880","58,150","44,730","18,819",92141.15,48562.31,43578.84,16858.1448
Little Owls Nursery - Bramley Childrens Centre,42871,22209,20662,7929.84887,39843.92,19417,20426.92,7374.832343,"45,629","24,033","21,596","8,426","47,205","25,926","21,279","8,708","44,781","24,813","19,969","8,273","38,497","23,704","14,793","7,094","35,759","22,681","13,078","6,582","35,439","17,504","17,935","6,523","30,728","18,746","11,982","5,647","28,955","16,663","12,292","5,318","32,152","27,474","4,677","5,908","4,028","3,845",183,738,"17,540","9,360","8,179","3,205","19,054","10,083","8,972","3,485","21,322","10,395","10,927","3,900",3830.3,1848.26,1982.04,700.791688
Little Owls Nursery - Burley Park Childrens Centre,130655,69230,61425,24167.25535,102072.46,54042,48030.46,18891.87024,128302.21,75275.72,53026.49,23700.81132,121792.56,78074.35,43718.21,22455.49196,95453.36,52310.2,43143.16,17633.73064,"96,523","52,769","43,754","17,784","102,679","60,765","41,914","18,900","91,305","45,960","45,344","16,806","105,027","61,793","43,234","19,301","110,396","62,819","47,577","20,276","97,665","52,054","45,611","17,925","99,731","60,573",39157.44,18242.38458,"81,395","49,200","32,196","14,870","79,696","48,217","31,478","14,578","78,714","44,615","34,099","14,399",61195.26,33116.47,28078.79,11196.28477
Little Owls Nursery - Chapeltown Childrens Centre,"275,254","153,425","121,829","50,914","238,365","156,585","81,780","44,110","370,810","174,054","196,756","68,448","310,276","196,080","114,196","57,210","315,522","190,212","125,310","58,298","309,036","189,450","119,586","56,947","307,078","194,751","112,327","56,520","277,833","149,056","128,778","51,141","292,505","178,030","114,476","53,758","303,258","194,801","108,457","55,690","282,007","159,990","122,017","51,766","294,366","183,791","110,575","53,847","277,494","168,021","109,473","50,696","231,131","144,574","86,557","42,278","198,407","109,790","88,616","36,294",176883.45,91590.41,85293.04,32362.59601
Little Owls Nursery - City and Holbeck Childrens Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,385","19,618","23,767","7,987","57,299","32,702","24,597","10,547","65,950","43,182","22,767","12,122","68,234","45,994","22,239","12,530","68,536","41,289","27,248","12,582","62,259","41,573","20,687","11,391","66,423","44,651","21,771","12,133","72,789","47,685",25104.78,"13,315","52,736","37,633","15,104","9,646",48355.19,29135.29,19219.9,8847.065562
Little Owls Nursery - Harehills Childrens Centre,"147,233","89,378","57,855","27,234","112,515","69,769","42,746","20,822","113,175","71,213","41,963","20,912","94,893","66,948","27,945","17,490","100,735","66,712","34,024","18,615","106,518","63,810","42,707","19,628","86,197","55,243","30,954","15,865","77,285","40,664","36,621","14,226","123,376","50,505","72,871","22,663","110,596","75,164","35,432","20,308","89,234","55,856","33,378","16,384","68,468","37,030","31,438","12,521","62,708","35,665","27,043","11,457","68,422","41,589","26,833","12,516","80,769","44,989","35,779","14,775",73520.09,47675.29,25844.8,13451.23567
Little Owls Nursery - Hawksworth Wood Childrens Centre,0,0,0,0,0,0,0,0,"523,878","339,791","184,087","96,812","421,840","260,531","161,309","77,786","438,251","268,066","170,185","80,976","486,810","298,901","187,909","89,707","504,190","336,078","168,112","92,797","445,392","248,907","196,485","81,985","523,970","325,293","198,677","96,300","498,948","298,880","200,068","91,634","553,724","359,279","194,445","101,675","397,082","260,243","136,840","72,645","218,075","128,578","89,497","39,842","153,946","91,582","62,364","28,159","120,769","50,742","70,027","22,093",161587.08,81834.6,79752.48,29563.97216
Little Owls Nursery - Hunslet Family Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,345","7,745","10,600","3,379","28,056","16,353","11,703","5,164","23,694","11,696","11,998","4,361","23,554","14,161","9,393","4,329","21,719","13,078","8,641","3,989","24,496","12,934","11,563","4,496","4,646","4,577",69,851,"8,973","3,261","5,712","1,640","11,482","6,567","4,916","2,100","4,063","4,063",0,743,0,0,0,0
Little Owls Nursery - Hunslet Rylestone ,"76,446","42,172","34,274","14,140","74,762","42,644","32,118","13,836","95,790","51,419","44,371","17,689","93,392","58,602","34,790","17,220","87,618","50,346","37,272","16,187","79,224","47,242","31,981","14,598","65,762","40,592","25,170","12,104","81,709","39,480","42,229","15,039","92,973","55,095","37,878","17,086","71,309","46,144","25,165","13,095","63,932","39,603","24,329","11,738","70,656","45,362","25,294","12,926","66,318","41,441","24,877","12,115","68,240","42,621","25,619","12,482","72,554","49,329","23,225","13,271",43903.59,23447.05,20456.54,8032.600826
Little Owls Nursery - Little London Childrens Centre,"12,254",0,"12,254","2,267","85,795","53,446","32,349","15,877","90,558","52,262","38,296","16,727","85,883","60,368","25,516","15,830","63,294","35,908","27,385","11,693","64,195","39,162","25,032","11,829","54,663","29,621","25,042","10,062","53,588","28,811","24,778","9,864","62,601","36,616","25,985","11,504","76,376","48,160","28,216","14,026","81,592","49,328","32,263","14,979","104,958","61,930","43,029","19,198","86,983","49,136","37,847","15,893","39,160","39,160",0,"7,164","55,505","17,298","38,207","10,154",72067.52,45804.41,26263.11,13185.47346
Little Owls Nursery - Little Owls at Rothwell,"201,254","121,254","80,000","37,226","260,216","168,534","91,682","48,154","319,288","221,089","98,198","59,020","281,688","194,003","87,685","51,924","150,508","85,972","64,536","27,806","191,030","128,301","62,729","35,207","189,024","129,053","59,971","34,790","165,276","102,827","62,449","30,425","178,600","123,706","54,894","32,831","177,241","116,651","60,590","32,547","185,842","112,410","73,432","34,119","140,965","89,129","51,837","25,787","164,240","105,120","59,120","30,003","169,038","112,605","56,433","30,920","174,038","116,520","57,518","31,835",152552.94,99061.87,53491.07,27911.0859
Little Owls Nursery - Little Owls at Shepherds Lane,117329,66478,50851,21702.34513,"120,537",73883,"46,654","22,307","137,051","89,673","47,379","25,328","130,820","86,915","43,905","24,117","120,248","74,526","45,722","22,219","114,431","72,135","42,296","21,088","121,604","76,159","45,445","22,382","111,431","59,711","51,719","20,511","130,230","77,921","52,309","23,933","124,276","76,404","47,872","22,823","126,838","74,614","52,224","23,285","136,467","85,696","50,771","24,964","108,161","66,293","41,867","19,760","104,537","67,645","36,892","19,122","94,977","58,483","36,494","17,374",60954.57,49552.86,11401.71,11152.24813
Little Owls Nursery - Meanwood Childrens Centre,185746,117222,68524,34357.43762,"137,261",87986,"49,275","25,401","111,993","65,886","46,107","20,688","115,045","74,927","40,118","21,210","118,506","76,108","42,398","21,898","117,742","73,198","44,544","21,697","104,668","70,725","33,943","19,264","85,482","44,119","41,362","15,734","78,461","49,286","29,175","14,421","88,109","56,320","31,788","16,180","83,746","51,022","32,724","15,375","99,121","64,219","34,902","18,133","89,226","54,885","34,341","16,301","102,440","58,631","43,810","18,738","92,151","59,326","32,825","16,856",89952.52,55406.32,34546.2,16457.71306
Little Owls Nursery - Middleton Childrens Centre and Laurel Bank Complex ,"165,273","94,574","70,699","30,571","168,611","108,749","59,862","31,202","200,293","130,736","69,557","37,015","198,618","127,824","70,794","36,620","182,167","101,632","80,535","33,654","191,633","114,978","76,656","35,312","197,470","124,996","72,474","36,346","183,361","99,529","83,832","33,751","207,473","132,386","75,087","38,133","207,444","131,954","75,490","38,095","208,625","132,955","75,670","38,306","184,732","116,135","68,597","33,793","175,964","110,697","65,267","32,146","169,565","104,562","65,003","31,017","181,913","121,557","60,356","33,276",181520.05,108432.34,73087.71,33210.90835
Little Owls Nursery - North Gipton Childrens Centre,"-62,887","31,319","-94,206","-11,632","58,175","35,829","22,346","10,766","78,666","43,454","35,212","14,529","90,561","60,047","30,514","16,695","74,157","44,921","29,236","13,702","72,096","48,075","24,020","13,287","75,217","45,058","30,159","13,845","66,427","34,112","32,315","12,227","35,866","29,366","6,499","6,595","64,655","40,584","24,071","11,874","56,413","32,036","24,377","10,355","63,865","44,055","19,810","11,685","47,458","30,524","16,933","8,670","49,425","31,985","17,440","9,041","29,651","25,261","4,390","5,423",0,0,0,0
Little Owls Nursery - Osmondthorpe Childrens Centre,"241,469","142,478","98,991","44,665","258,743","169,422","89,321","47,881","259,417","167,318","92,099","47,939","222,080","140,593","81,487","40,948","229,842","148,534","81,308","42,472","228,137","148,244","79,893","42,044","225,929","149,617","76,312","41,583","206,963","123,277","83,686","38,098","217,518","140,401","77,117","39,980","228,776","149,653","79,123","42,011","237,067","143,381","93,685","43,523","193,973","120,889","73,085","35,483","180,363","117,383","62,980","32,948","154,833","96,580","58,253","28,322","156,843","97,330","59,513","28,690",165224.67,108746.6,56478.07,30229.50562
Little Owls Nursery - Quarry Mount Childrens Centre,0,0,0,0,"33,211",0,"33,211","6,151","84,980","66,166","18,814","15,717","-10,641","-28,420","17,779","-1,942","43,384","25,083","18,301","8,015","46,752","26,325","20,428","8,614","42,492","25,265","17,227","7,821","40,068","18,791","21,277","7,375","45,647","27,122","18,525","8,389","46,538","26,983","19,555","8,547","38,286","20,224","18,061","7,027","46,013","26,828","19,185","8,416","49,837","31,753","18,084","9,104","44,104","22,918","21,186","8,067","51,300","33,153","18,147","9,384",44203.75,25378.35,18825.4,8087.5181
Little Owls Nursery - Seacroft Childrens Centre,0,0,0,0,"51,120",0,"51,120","9,468","158,030","101,339","56,691","29,202","143,312","94,675","48,637","26,420","139,876","87,290","52,586","25,846","133,836","82,978","50,859","24,663","127,741","79,731","48,010","23,512","130,301","66,438","63,863","23,984","138,569","87,093","51,477","25,468","137,253","84,578","52,675","25,206","141,615","81,809","59,806","25,996","142,057","88,945","53,112","25,986","122,218","73,573",48644.23,"22,329",123892.21,75628.59,48263.62,22662.07285,130170.11,80937.33,49232.78,23811.06709,120375.66,72386.62,47989.04,22023.93075
Little Owls Nursery - Swarcliffe Childrens Centre,"268,542","176,068","92,474","49,672","230,001","129,019","100,982","42,568","118,840","71,615","47,224","21,955","275,325","185,568","89,758","50,755","223,715","130,757","92,959","41,333","203,993","117,217","86,776","37,587","205,375","122,522","82,853","37,802","170,662","89,343","81,319","31,413","201,822","121,985","79,836","37,091","152,514","97,785","54,729","28,007","157,292","101,116","56,176","28,881","171,250","110,702","60,549","31,329","159,095","98,718",60376.84,"29,065",149244.62,90612.13,58632.49,27299.46206,179858.29,117949.64,61908.65,32899.79576,143141.65,96327.07,46814.58,26189.19628
Little Owls Nursery - Two Willows Childrens Centre,"238,456","114,478","123,978","44,107","249,860","117,333","132,527","46,248","298,209","202,272","95,937","55,119","265,421","167,063","98,358","48,940","287,110","184,386","102,724","53,054","232,329","153,423","78,906","42,817","167,756","104,069","63,687","30,877","155,538","87,892","67,646","28,631","187,283","122,682","64,600","34,423","177,469","118,808","58,661","32,588","181,959","112,492","69,467","33,407","169,090","115,829","53,261","30,937","172,549","107,747","64,802","31,522","172,390","112,108","60,281","31,533","169,137","106,297","62,841","30,939",164445.63,92161.41,72284.22,30086.97246
Museum - Abbey House,"236,454","144,337","92,117","43,737","221,666","127,832","93,834","41,024","270,089","160,624","109,466","49,895","230,499","149,916","80,583","42,496","190,428","113,785","76,643","35,184","197,781","114,345","83,436","36,443","207,720","129,390","78,330","38,233","182,403","92,657","89,746","33,574","204,357","128,438","75,919","37,559","200,037","124,854","75,183","36,736","188,189","100,904","87,286","34,540","193,243","116,161","77,082","35,347","143,426","82,372","61,053","26,205","164,777","95,392","69,386","30,141","172,774","101,550","71,224","31,605",159366.33,88118.48,71247.85,29157.66374
Museum - Armley Mills,"675,099","373,108","301,991","124,873","566,268","297,916","268,352","104,807","965,774","559,943","405,831","178,396","326,025","159,376","166,648","60,157","522,290","279,253","243,036","96,482","422,754","305,678","117,076","77,924","510,487","287,999","222,488","93,965","426,864","230,673","196,191","78,573","544,982","317,753","227,229","100,153","588,035","355,067","232,968","107,994","447,855","186,766","261,089","82,162","471,974","274,904",197069.83,"86,325",410140.13,206457.37,203682.76,74946.19689,406043.7,220833.8,185209.9,74271.78061,596133.2,287029.51,309103.69,109051.3085,108037.51,108037.51,0,19766.54283
Museum - City Art Gallery and Central Library,"1,937,383","1,041,914","895,469","358,358","1,035,471","466,621","568,850","191,668","1,514,149","885,985","628,164","279,701","1,408,686","795,687","613,000","259,827","1,358,995","735,245","623,750","251,051","1,345,900","751,524","594,376","247,982","1,283,447","736,496","546,951","236,242","979,127","425,084",554043.7,180206.9816,980496.2,527474.65,453021.55,180168.2213,1052430.18,618716.53,433713.65,193287.5992,706972.81,273825.73,433147.08,129683.5561,1173932.82,609514.23,564418.59,214667.5958,212698.56,212698.56,0,38825.99514,0,0,0,0,0,0,0,0,0,0,0,0
Museum - Leeds City,606730,368710,238020,112226.8481,446037.96,257996,188041.96,82548.77153,590403.94,346972.1,243431.84,109063.8985,491136.03,310911.35,180224.68,90556.82513,"541,888","320,097",221791.44,100118.6623,528847.78,331797,197050.78,97456.67319,"453,616","270,241","183,375","83,495","418,375","178,965","239,410","77,001","553,046","333,851","219,195","101,640","582,953","349,206","233,747","107,062","746,834","435,240","311,593","137,099","794,017","462,795","331,222","145,227","60,422","60,422",0,"11,029",0,0,0,0,0,0,0,0,0,0,0,0
Museum - Leeds Discovery Centre,"251,146","148,168","102,978","46,454","171,308","106,372","64,936","31,702","235,732","146,718","89,015","43,556","225,868","163,902","61,966","41,627","180,280","101,780","78,500","33,306","237,651","153,204","84,447","43,797","195,816","132,208","63,608","36,040","132,137","67,176","64,961","24,322","159,441","85,619","73,821","29,298","150,805","84,388","66,417","27,698","171,321","92,024","79,297","31,444","147,214","78,296","68,919","26,921","178,656","111,630","67,026","32,638","175,504","92,993","82,510","32,102","253,435","201,580","51,855","46,356",334699,235941.08,98757.92,61236.52904
Museum - Temple Newsam House,698209,365115,333094,129147.7187,573952.26,288107,285845.26,106232.5524,"722,256","406,703","315,553",133399.8538,531707.8,308288.34,223419.46,98063.95454,516417.15,273870.1,242547.05,95396.3782,537062.59,320434.9,216627.69,98963.02299,514324.98,310381.18,203943.8,94668.2533,360314.35,277886.35,82428,66340.11361,543758.82,357064.84,186693.98,99945.86024,421638.2,217263.32,204374.88,77448.40104,534598.46,299683.47,234914.99,98129.8292,"530,902","316,975","213,927","97,107","529,420","309,888",219532.38,"96,726",466077.46,278725.36,187352.1,85253.62989,482205.17,297382.93,184822.24,88206.41493,391398.88,177670.65,213728.23,71610.33908
