Q1. Do you work for Leeds City Council,Q5. Work Postcode,Q6. Home Postcode,Q7. From home I,Q8. For how many minutes,Q9. To (location),Q10. Then I,Q11. For how many minutes,Q12. To (location),Q13. Then I,Q14. For how many minutes,Q15. To (location),Q16. Then I,Q17. For how many minutes,Q18. To (location),Q19. Then I,Q20. For how many minutes,Q21. To (location),Q22. Then I,Q23. For how many minutes,Q24. To (location),Q25. What was the main mode of transport you used to travel to work today? (Please select the mode of transport used for the longest distance travelled),Q26. On Monday,Q27. On Tuesday,Q28. On Wednesday?,Q29. On Thursday?,Q30. On Friday?,Q31. On Saturday?,Q32. On Sunday?,Q33. How many days a week do you usually work?,"Q34. How many days a week do you commute to your workplace? (i.e. only days you will travel to work, not work from home)",Q35. If you own a car what fuel type does it use?,"Q36. If you own a petrol, diesel or hybrid vehicle what engine size does it have?",Q37. At your usual workplace does your Employer provide you with Car/Van Parking?,Q38. Where do you usually park your Car/Van when you drive to work?,Q39. How much do you pay for parking per day?,"Q40. If you no longer had access to car parking at your usual place of work, what alternatives would you consider? (Please rank each alternative by how likely you think you would be to switch to that method of travel from 1 low likelihood to 5 high likelihood)",Q41 a,Q41 b,Q41 c,Q41 d,Q41 e,Q41 f,Q41 g,Q41 h,Q41 i,Q41 j,Q40 k,Q41. How would you describe your gender?,Q42. What is your age group?,Q43. What is your employment status?
No,LS1 ,LS1 ,"Walk, wheel or run",6,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run",Work from Home,"Walk, wheel or run",Work from Home,"Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,16-24,Working full-time
No,LS1 ,LS27,"Walk, wheel or run",30,The railway station,Train,10,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Work from Home,Train,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,16-24,Working full-time
No,LS1 ,HU17,"Walk, wheel or run",15,The railway station,Train,15,The railway station,Train,60,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,Train,Train,Train,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,WF12,Car/Van (Single Occupant),40,Car Park,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Diesel,Diesel 1.7-2.0L,No,In another private car park,More than £10,1 low,1 low,5 high,2,1 low,4,1 low,1 low,1 low,1 low,5 high,1 low,Woman,16-24,Working full-time
No,LS1 ,WF8 ,Car/Van (Single Occupant),30,The Park & Ride,Bus,10,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol up to 1.4L,No,Park and Ride,"Whilst the Park and Ride car park is technically free, it will soon cost £5 per day to use the Park and Ride bus",1 low,1 low,5 high,5 high,1 low,5 high,1 low,1 low,1 low,1 low,5 high,1 low,Woman,25-34,Working full-time
No,LS1 ,LS1 ,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS17,"Walk, wheel or run",5,The bus stop,Bus,20,The bus stop,"Walk, wheel or run",7,My place of work,-,-,-,-,-,-,-,-,-,N/A - Non working day,Bus,N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,3,2,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,25-34,Working part-time
No,LS1 ,HG1 ,"Walk, wheel or run",18,The railway station,Train,35,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Train,Train,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,4,Diesel,Diesel 1.7-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
No,LS1 ,LS21,Car/Van (Single Occupant),5,The railway station,Train,15,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Work from Home,Train,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol up to 1.4L,No,In a public car park,More than £10,5 high,3,1 low,1 low,1 low,5 high,4,2,2,3,5 high,-,Man,16-24,Working full-time
No,Ls1,Ls16,Cycle,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,Cycle,Cycle,Cycle,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS12,LS16,Car/Van (Single Occupant),30,Car Park,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,1 low,4,4,4,2,1 low,1 low,1 low,1 low,3,1 low,Woman,25-34,Working full-time
No,LS11,LS6 ,"Walk, wheel or run",10,The railway station,Train,7,The railway station,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Train,Work from Home,Work from Home,Train,Train,Train,N/A - Non working day,N/A - Non working day,5,2,-,-,Yes,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,LS22,Car/Van share (driver),25,The Park & Ride,Bus,15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Park and Ride (Bus),Park and Ride (Bus),N/A - Non working day,Work from Home,Other (please specify):,N/A - Non working day,4,2,Diesel,Diesel 1.7-2.0L,No,In the workplace car park,Don't pay (free),1 low,1 low,5 high,4,5 high,4,1 low,1 low,1 low,1 low,4,1 low,Woman,35-44,Working part-time
No,LS1 ,LS20,"Walk, wheel or run",7,The railway station,Train,12,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Train,N/A - Non working day,Train,Train,N/A - Non working day,Work from Home,N/A - Non working day,N/A - Non working day,3,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working part-time
No,LS11,LS18,Car/Van (Single Occupant),40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Work from Home,Car/Van Share (Driver),Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,5,4,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,35-44,Working full-time
No,WF11,LS26,Car/Van (Single Occupant),25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Cycle,Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,4,1 low,2,1 low,5 high,1 low,2,1 low,3,1 low,1 low,Man,25-34,Working full-time
No,Ls22,Ls28,Car/Van (Single Occupant),80,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,5 high,Woman,45-54,Working full-time
No,LS10,LS15,Cycle,40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,N/A - Non working day,N/A - Non working day,Cycle,Cycle,Cycle,Cycle,N/A - Non working day,4,4,Diesel,Diesel more than 2.0L,Yes,In the workplace car park,Don't pay (free),4,5 high,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Man,55-64,Working full-time
No,LS10,LS15,Cycle,40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,Cycle,N/A - Non working day,N/A - Non working day,Cycle,Cycle,4,4,Diesel,Diesel 1.7-2.0L,Yes,In the workplace car park,Don't pay (free),3,5 high,1 low,1 low,1 low,1 low,-,1 low,1 low,1 low,1 low,2,Man,55-64,Working full-time
No,M1 3,LS6 ,"Walk, wheel or run",5,The bus stop,Bus,20,Top of Leeds city centre,"Walk, wheel or run",15,The railway station,Train,55,Manchester Victoria train station,tram,10,My place of work,-,-,-,Train,Work from Home,Work from Home,Work from Home,Train,Train,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,Don't Know,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS12,LS12,Car/Van Share (passenger),20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Driver),Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,LS12,LS13,Car/Van Share (passenger),15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,5,5,Diesel,Diesel 1.7-2.0L,Yes,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,Ls1,Ls16,"Walk, wheel or run",1,The bus stop,Bus,20,The bus stop,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,N/A - Non working day,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,N/A - Non working day,4,4,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working part-time
No,LS1 ,LS3 ,"Walk, wheel or run",20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,4,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,16-24,Working full-time
No,LS1 ,LS1 ,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",-,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
No,LS1 ,LS28,"Walk, wheel or run",4,The bus stop,Bus,30,The bus stop,"Walk, wheel or run",2,My place of work,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Train,Bus,Train,Bus,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,35-44,Working full-time
No,LS1 ,LS16,"Walk, wheel or run",30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Work from Home,Work from Home,Work from Home,Cycle,Cycle,N/A - Non working day,N/A - Non working day,5,2,Diesel,Diesel 1.7-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,WF8 ,Car/Van (Single Occupant),15,The railway station,Train,15,The railway station,"Walk, wheel or run",8,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Train,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,4,2,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working part-time
No,LS1 ,LS4 ,"Walk, wheel or run",35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run",Work from Home,Train,"Walk, wheel or run",Bus,"Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,4,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS9 ,"Walk, wheel or run",30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,LS6 ,Cycle,15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,Cycle,Cycle,Work from Home,N/A - Non working day,N/A - Non working day,5,4,Diesel,Diesel more than 2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS29,Cycle,40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,Work from Home,Cycle,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Self-charging hybrid,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS1 ,"Walk, wheel or run",5,The railway station,Train,18,The railway station,"Walk, wheel or run",7,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Work from Home,N/A - Non working day,Train,Work from Home,N/A - Non working day,N/A - Non working day,4,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,LS26,"Walk, wheel or run",10,The railway station,Train,12,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Train,Train,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Diesel,Diesel up to 1.7L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,16-24,Working full-time
No,LS1 ,LS29,"Walk, wheel or run",10,The railway station,Train,30,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Work from Home,Train,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,LS29,"Walk, wheel or run",15,The railway station,Train,30,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Work from Home,Train,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,ls1 ,LS16,Car/Van (Single Occupant),10,The railway station,Train,15,The railway station,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Train,Work from Home,Work from Home,Train,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Fully electric,-,No,On the Street,Don't pay (free),1 low,1 low,2,2,4,2,1 low,1 low,1 low,1 low,5 high,1 low,Woman,25-34,Working full-time
No,LS1 ,LS18,"Walk, wheel or run",2,The bus stop,Bus,20,The bus stop,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,-,-,5,5,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,WF8 ,Car/Van (Single Occupant),17,The railway station,Train,20,The railway station,"Walk, wheel or run",12,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Train,Work from Home,Train,Work from Home,Work from Home,-,N/A - Non working day,5,3,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,LS1 ,LS6 ,Walk and bus,50,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,S6 5,Car/Van (Single Occupant),60,The bus stop,Bus,30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Work from Home,Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,Don't pay (free),1 low,1 low,5 high,5 high,1 low,1 low,1 low,1 low,1 low,1 low,5 high,-,Man,25-34,Working full-time
No,LS1 ,YO42,Car/Van Share (passenger),50,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,5,5,Diesel,Diesel up to 1.7L,No,My partner parks at his work,Don't pay (free),1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,55-64,Working full-time
No,LS1 ,LS19,Cycle,35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Cycle,N/A - Non working day,N/A - Non working day,5,5,Plug-in Hybrid,Petrol up to 1.4L,No,In another private car park,Between £5-£10,1 low,5 high,3,4,3,4,-,1 low,4,4,3,-,Man,25-34,Working full-time
No,LS1 ,LS11,Cycle,25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Work from Home,Cycle,Cycle,Cycle,Cycle,N/A - Non working day,N/A - Non working day,5,4,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,LS1 ,wf17,Cycle,30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,Cycle,"Walk, wheel or run",Cycle,N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS28,"Walk, wheel or run",5,The bus stop,Bus,30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Cycle,Work from Home,Bus,N/A - Non working day,N/A - Non working day,N/A - Non working day,4,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working part-time
No,LS1 ,LS27,Car/Van (Single Occupant),15,The Park & Ride,Bus,25,The bus stop,"Walk, wheel or run",3,My place of work,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Park and Ride (Bus),Park and Ride (Bus),Car/Van (Single Occupant),Park and Ride (Bus),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,LS1 ,LS18,Car/Van (Single Occupant),5,The railway station,Train,20,The railway station,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Train,Bus,Train,Train,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol up to 1.4L,-,In a public car park,Don't pay (free),1 low,3,-,-,3,4,1 low,1 low,1 low,1 low,5 high,-,Man,45-54,Working full-time
No,LS1 ,LS29,"Walk, wheel or run",3,The railway station,Train,27,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Train,Train,Train,Train,N/A - Non working day,N/A - Non working day,5,5,Self-charging hybrid,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS18,"Walk, wheel or run",12,The railway station,Train,10,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Train,Train,Train,Train,N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS18,"Walk, wheel or run",10,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Train,Train,Work from Home,Train,Train,N/A - Non working day,N/A - Non working day,5,4,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,WF7 ,Car/Van (Single Occupant),5,The railway station,Train,30,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Train,Train,Work from Home,Train,N/A - Non working day,N/A - Non working day,5,4,Diesel,Diesel 1.7-2.0L,No,On the Street,Don't pay (free),1 low,1 low,3,3,1 low,5 high,2,1 low,1 low,1 low,1 low,1 low,Man,35-44,Working full-time
No,LS1 ,LS12,"Walk, wheel or run",6,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,16-24,Working full-time
No,LS1 ,LS7 ,"Walk, wheel or run",6,The bus stop,Bus,17,The bus stop,"Walk, wheel or run",17,My place of work,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Bus,Bus,Bus,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Self-charging hybrid,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,LS23,"Walk, wheel or run",2,The bus stop,Bus,50,The bus stop,"Walk, wheel or run",20,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Bus,Work from Home,Bus,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
No,LS1 ,LS27,"Walk, wheel or run",5,The bus stop,Bus,25,The bus stop,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Work from Home,Work from Home,Bus,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,YO24,Car/Van (Single Occupant),35,The Park & Ride,Cycle,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol 1.4-2.0L,No,Park & Ride car park,Don't pay (free),2,5 high,3,3,-,5 high,1 low,1 low,1 low,1 low,4,1 low,Man,45-54,Working full-time
No,LS1 ,S434,Car/Van (Single Occupant),60,The Park & Ride,Cycle,15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Cycle,Work from Home,Car/Van (Single Occupant),Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,Park and Ride,Less than £5,1 low,5 high,5 high,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
No,LS1 ,LS16,Cycle,30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Car/Van Share (Passenger),Cycle,Cycle,Work from Home,N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
No,LS1 ,LS7 ,Taxi,12,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Taxi,Work from Home,Taxi,Taxi,Taxi,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Diesel,Diesel up to 1.7L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
No,LS1 ,LS27,"Walk, wheel or run",8,The railway station,Train,8,The railway station,"Walk, wheel or run",8,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Train,Train,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,35-44,Working full-time
No,LS1 ,BD20,"Walk, wheel or run",10,The railway station,Train,35,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Work from Home,Train,Train,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Self-charging hybrid,-,Don't Know,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,BD18,"Walk, wheel or run",6,The railway station,Train,16,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Work from Home,Train,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
